8760
419	7.08	1.228	748	5.467
420	8.44	1.223	782	4.933
421	9.20	1.219	725	4.825
422	9.15	1.218	561	5.078
423	7.90	1.219	314	4.73
424	5.03	1.223	62	4.669
425	3.60	1.229	0	5.011
426	3.17	1.234	0	5.13
427	2.62	1.238	0	5.196
428	1.95	1.242	0	5.163
429	1.44	1.245	0	5.166
430	1.19	1.247	0	5.103
431	1.15	1.247	0	4.951
432	1.33	1.248	0	4.512
433	1.43	1.247	0	3.923
434	1.47	1.247	0	3.622
435	1.50	1.246	0	3.378
436	1.48	1.246	0	3.096
437	1.49	1.246	0	2.91
438	1.50	1.246	0	2.757
439	1.45	1.247	0	2.63
440	1.78	1.248	29	2.499
441	2.89	1.248	83	2.337
442	3.91	1.247	142	2.434
443	4.55	1.245	184	2.808
444	4.89	1.243	191	2.96
445	5.04	1.242	191	2.943
446	4.98	1.241	171	2.922
447	4.48	1.241	124	2.807
448	2.61	1.242	44	2.54
449	1.37	1.243	0	2.465
450	1.28	1.245	0	2.271
451	1.23	1.246	0	2.098
452	1.04	1.248	0	2.104
453	0.52	1.249	0	2.282
454	-0.03	1.25	0	2.538
455	-0.47	1.25	0	2.77
456	-0.82	1.251	0	2.895
457	-0.95	1.251	0	2.899
458	-0.90	1.251	0	2.78
459	-0.66	1.252	0	2.575
460	-0.56	1.252	0	2.378
461	-0.65	1.253	0	2.306
462	-0.81	1.254	0	2.359
463	-1.20	1.255	0	2.472
464	-0.64	1.256	173	2.556
465	1.59	1.254	406	2.759
466	3.23	1.25	577	2.641
467	4.61	1.244	672	2.466
468	5.35	1.241	689	2.286
469	5.61	1.238	629	2.18
470	5.45	1.237	512	2.171
471	4.35	1.238	319	2.177
472	1.77	1.24	89	2.325
473	0.83	1.243	0	2.142
474	0.89	1.245	0	1.743
475	0.84	1.247	0	1.871
476	0.38	1.249	0	2.174
477	0.09	1.25	0	2.399
478	-0.22	1.251	0	2.548
479	-0.37	1.252	0	2.593
480	-0.42	1.252	0	2.546
481	-0.51	1.253	0	2.468
482	-0.55	1.254	0	2.407
483	-0.57	1.255	0	2.317
484	-0.53	1.256	0	2.201
485	-0.46	1.256	0	2.138
486	-0.49	1.256	0	2.297
487	-0.64	1.255	4	2.52
488	0.26	1.254	168	2.613
489	2.62	1.251	403	2.608
490	4.47	1.246	586	2.479
491	5.87	1.241	692	2.639
492	6.51	1.237	720	2.891
493	6.67	1.235	664	3.005
494	6.33	1.235	525	3.023
495	4.65	1.236	317	2.823
496	1.62	1.239	80	2.924
497	0.83	1.242	0	2.703
498	0.87	1.245	0	2.412
499	0.48	1.246	0	2.491
500	0.03	1.247	0	2.673
501	-0.20	1.248	0	2.771
502	-0.30	1.249	0	2.806
503	-0.28	1.249	0	2.789
504	-0.22	1.249	0	2.705
505	-0.04	1.248	0	2.6
506	-0.08	1.248	0	2.518
507	-0.05	1.248	0	2.433
508	-0.16	1.248	0	2.419
509	-0.39	1.248	0	2.445
510	-0.76	1.248	0	2.537
511	-0.97	1.248	3	2.663
512	-0.19	1.248	167	2.728
513	2.05	1.247	402	2.845
514	3.69	1.242	593	2.46
515	5.01	1.236	694	2.515
516	5.53	1.232	686	2.37
517	5.61	1.23	631	2.218
518	5.28	1.229	506	2.29
519	4.10	1.229	304	2.284
520	1.79	1.23	66	2.398
521	1.21	1.231	0	2.266
522	1.38	1.232	0	1.952
523	1.47	1.233	0	1.891
524	1.31	1.233	0	1.859
525	0.73	1.234	0	2.175
526	0.12	1.234	0	2.536
527	-0.55	1.235	0	2.851
528	-1.08	1.235	0	3.033
529	-1.38	1.236	0	3.098
530	-1.46	1.236	0	3.088
531	-1.35	1.237	0	3.038
532	-1.43	1.237	0	3.089
533	-1.53	1.238	0	3.16
534	-1.58	1.239	0	3.184
535	-1.55	1.24	1	3.244
536	-0.61	1.24	41	3.627
537	0.42	1.239	109	3.981
538	1.39	1.235	170	4.205
539	1.87	1.232	175	4.397
540	1.88	1.231	144	4.489
541	1.69	1.23	112	4.471
542	1.32	1.231	78	4.256
543	0.60	1.233	40	3.788
544	-0.40	1.234	11	3.402
545	-0.90	1.235	0	3.445
546	-0.90	1.235	0	3.407
547	-0.84	1.234	0	3.184
548	-0.71	1.233	0	2.843
549	-0.44	1.232	0	2.523
550	-0.26	1.232	0	2.398
551	-0.44	1.233	0	2.54
552	-0.84	1.234	0	2.857
553	-0.96	1.234	0	3.172
554	-0.90	1.234	0	3.336
555	-0.79	1.233	0	3.338
556	-0.63	1.233	0	3.239
557	-0.50	1.232	0	3.107
558	-0.35	1.233	0	3.004
559	-0.24	1.233	2	2.961
560	0.39	1.234	91	3.005
561	2.06	1.233	368	3.041
562	3.73	1.229	596	2.773
563	5.22	1.223	711	2.559
564	6.06	1.22	741	2.356
565	6.48	1.218	686	2.016
566	6.39	1.217	553	2.188
567	5.27	1.217	344	2.171
568	3.09	1.218	96	2.348
569	1.69	1.22	0	2.658
570	0.91	1.222	0	3.118
571	0.07	1.224	0	3.642
572	-0.64	1.226	0	4.065
573	-1.10	1.229	0	4.495
574	-1.41	1.233	0	4.908
575	-1.57	1.237	0	5.252
576	-1.75	1.241	0	5.325
577	-1.92	1.243	0	5.177
578	-2.05	1.245	0	4.986
579	-2.22	1.247	0	4.929
580	-2.39	1.248	0	4.845
581	-2.40	1.249	0	4.753
582	-2.38	1.25	0	4.737
583	-2.45	1.251	3	4.66
584	-1.36	1.252	228	4.593
585	0.97	1.249	474	4.422
586	3.16	1.241	655	4.177
587	4.97	1.234	762	3.705
588	5.98	1.229	789	3.149
589	6.46	1.226	733	2.846
590	6.38	1.225	599	2.703
591	4.87	1.225	390	2.396
592	1.92	1.227	124	2.592
593	0.61	1.23	0	2.987
594	0.12	1.233	0	3.467
595	-0.70	1.237	0	3.88
596	-1.45	1.241	0	4.126
597	-1.97	1.245	0	4.193
598	-2.30	1.249	0	4.259
599	-2.33	1.251	0	4.11
600	-2.35	1.251	0	3.936
601	-2.33	1.25	0	3.612
602	-1.98	1.249	0	3.193
603	-1.51	1.247	0	2.925
604	-0.99	1.246	0	2.688
605	-0.58	1.246	0	2.518
606	-0.39	1.247	0	2.454
607	-0.34	1.247	4	2.38
608	0.43	1.247	115	2.29
609	2.32	1.246	323	2.42
610	3.95	1.242	561	2.568
611	5.46	1.237	714	2.466
612	6.76	1.23	742	2.304
613	7.47	1.225	675	2.363
614	7.41	1.223	531	2.486
615	5.82	1.223	315	2.45
616	3.86	1.225	86	2.42
617	3.13	1.226	0	2.14
618	3.01	1.228	0	1.868
619	2.49	1.228	0	2.113
620	2.08	1.228	0	2.532
621	1.40	1.228	0	2.925
622	0.76	1.229	0	3.208
623	0.30	1.229	0	3.388
624	0.09	1.23	0	3.46
625	0.12	1.231	0	3.44
626	0.22	1.231	0	3.422
627	0.21	1.231	0	3.47
628	0.62	1.23	0	3.511
629	1.22	1.229	0	3.457
630	1.47	1.228	0	3.492
631	1.54	1.228	1	3.567
632	1.89	1.229	17	3.629
633	2.56	1.229	42	3.87
634	3.04	1.228	67	4.045
635	3.43	1.227	88	4.014
636	3.57	1.226	99	4.043
637	3.38	1.226	88	4.145
638	3.04	1.226	75	4.137
639	2.54	1.226	46	4.047
640	1.65	1.227	16	3.824
641	0.92	1.228	0	3.626
642	0.82	1.229	0	3.365
643	0.72	1.23	0	3.184
644	0.74	1.23	0	3.039
645	0.75	1.229	0	2.675
646	0.77	1.229	0	2.216
647	0.63	1.228	0	2.341
648	-0.09	1.228	0	2.977
649	-0.45	1.228	0	3.679
650	-0.38	1.226	0	3.974
651	-0.56	1.225	0	3.993
652	-0.91	1.225	0	4.03
653	-1.38	1.222	0	4.123
654	-1.21	1.218	0	4.18
655	-0.85	1.212	6	4.202
656	1.19	1.208	254	4.199
657	4.89	1.206	492	4.22
658	7.04	1.204	673	4.65
659	8.23	1.202	782	4.938
660	8.86	1.2	816	4.84
661	9.04	1.199	764	4.647
662	8.71	1.199	628	4.389
663	7.14	1.201	419	3.848
664	3.84	1.203	145	3.848
665	1.58	1.206	0	3.857
666	1.57	1.208	0	3.646
667	1.96	1.21	0	3.391
668	2.57	1.211	0	3.202
669	2.75	1.212	0	3.08
670	2.39	1.213	0	3.125
671	1.87	1.215	0	3.23
672	1.58	1.216	0	3.282
673	1.35	1.217	0	3.34
674	1.17	1.218	0	3.395
675	1.09	1.219	0	3.363
676	1.11	1.221	0	3.279
677	0.70	1.223	0	3.303
678	0.17	1.226	0	3.401
679	-0.38	1.229	8	3.535
680	0.81	1.231	256	3.606
681	3.68	1.231	498	3.895
682	5.45	1.227	679	3.825
683	7.26	1.22	792	3.505
684	8.22	1.216	821	3.061
685	8.41	1.214	765	3.213
686	7.91	1.214	628	3.497
687	6.33	1.216	414	3.215
688	3.08	1.217	138	3.294
689	1.02	1.22	0	3.505
690	-0.04	1.222	0	3.766
691	-0.67	1.225	0	4.03
692	-1.03	1.227	0	4.146
693	-1.15	1.228	0	4.084
694	-1.23	1.23	0	4.025
695	-1.25	1.231	0	4.055
696	-0.81	1.233	0	4.227
697	-0.42	1.234	0	4.575
698	-0.43	1.235	0	4.888
699	-0.51	1.236	0	4.922
700	-0.33	1.236	0	4.71
701	-0.21	1.236	0	4.355
702	-0.10	1.237	0	4.108
703	-0.11	1.237	1	3.981
704	0.24	1.238	17	3.988
705	0.85	1.237	51	4.092
706	1.27	1.237	78	3.994
707	1.65	1.235	97	3.939
708	1.90	1.234	106	3.793
709	2.10	1.232	101	3.582
710	2.14	1.231	86	3.169
711	1.71	1.231	54	2.583
712	0.99	1.232	19	1.908
713	0.27	1.234	0	2.115
714	-0.07	1.235	0	2.281
715	-0.43	1.237	0	2.457
716	-0.69	1.24	0	2.585
717	-0.73	1.241	0	2.487
718	-0.76	1.242	0	2.205
719	-0.85	1.241	0	1.946
720	-0.86	1.241	0	1.77
721	-0.89	1.241	0	1.888
722	-1.05	1.241	0	2.257
723	-1.27	1.241	0	2.466
724	-1.47	1.241	0	2.545
725	-1.38	1.241	0	2.816
726	-1.23	1.241	0	3.343
727	-0.99	1.24	3	3.88
728	0.26	1.238	61	4.195
729	1.75	1.236	154	4.344
730	3.01	1.232	349	4.443
731	4.28	1.228	598	4.273
732	5.03	1.225	638	4.001
733	5.22	1.224	515	3.701
734	5.00	1.223	324	3.499
735	4.32	1.224	198	3.251
736	2.05	1.226	54	3.033
737	0.52	1.228	0	3.469
738	0.41	1.231	0	3.861
739	0.34	1.233	0	3.96
740	-0.01	1.236	0	3.723
741	-0.13	1.238	0	3.766
742	-0.14	1.24	0	4.034
743	-0.12	1.24	0	4.061
744	-0.01	1.238	0	3.985
745	0.23	1.236	0	3.728
746	0.45	1.235	0	3.089
747	0.30	1.235	0	3.079
748	0.15	1.235	0	3.274
749	0.13	1.235	0	3.698
750	0.15	1.235	0	3.613
751	-0.03	1.238	1	3.522
752	0.37	1.237	16	3.677
753	0.90	1.236	42	4.08
754	1.26	1.234	76	4.411
755	1.56	1.231	82	4.396
756	1.77	1.229	75	4.15
757	1.88	1.227	66	3.778
758	1.78	1.226	42	3.647
759	1.66	1.224	21	3.695
760	1.57	1.222	7	3.699
761	1.53	1.221	0	3.566
762	1.51	1.22	0	3.446
763	1.29	1.22	0	3.304
764	1.32	1.218	0	3.208
765	1.33	1.218	0	2.914
766	1.29	1.22	0	2.386
767	1.58	1.22	0	2.505
768	1.48	1.22	0	2.438
769	1.16	1.219	0	2.42
770	1.03	1.218	0	2.401
771	1.21	1.218	0	2.392
772	1.59	1.219	0	2.368
773	1.61	1.221	0	2.54
774	1.08	1.223	0	2.513
775	0.48	1.226	3	2.351
776	0.85	1.227	63	2.237
777	1.75	1.227	146	2.157
778	2.62	1.224	213	2.42
779	3.70	1.218	252	2.775
780	4.12	1.215	206	3.105
781	4.36	1.212	181	3.479
782	4.47	1.21	130	3.683
783	4.11	1.209	59	3.597
784	3.50	1.21	15	3.686
785	3.16	1.21	0	3.689
786	3.15	1.211	0	3.557
787	3.26	1.211	0	3.345
788	3.50	1.211	0	3.045
789	3.79	1.213	0	2.487
790	4.18	1.213	0	2.03
791	4.13	1.214	0	1.753
792	3.41	1.215	0	2.196
793	2.77	1.217	0	2.473
794	2.19	1.219	0	2.714
795	1.79	1.221	0	2.88
796	1.60	1.223	0	3.137
797	1.47	1.224	0	3.398
798	1.45	1.224	0	3.58
799	1.49	1.224	2	3.586
800	1.93	1.223	30	3.525
801	2.82	1.221	82	3.517
802	3.93	1.217	172	3.468
803	5.30	1.213	246	3.457
804	6.28	1.209	248	3.48
805	6.69	1.207	213	3.651
806	6.66	1.207	171	3.945
807	6.04	1.208	114	4.421
808	4.91	1.213	42	4.948
809	3.84	1.218	1	5.475
810	3.39	1.223	0	5.662
811	2.94	1.227	0	5.63
812	2.34	1.23	0	5.427
813	1.70	1.234	0	5.211
814	1.01	1.236	0	5.177
815	0.44	1.238	0	5.273
816	-0.19	1.24	0	5.397
817	-0.74	1.242	0	5.452
818	-1.16	1.244	0	5.233
819	-1.41	1.246	0	4.884
820	-1.46	1.248	0	4.561
821	-1.41	1.249	0	4.342
822	-1.65	1.251	0	4.245
823	-1.85	1.253	16	4.243
824	0.32	1.254	274	4.208
825	3.69	1.251	511	4.099
826	5.26	1.247	690	3.841
827	6.68	1.242	795	3.827
828	7.93	1.238	821	3.757
829	8.59	1.235	763	3.185
830	8.78	1.234	630	2.616
831	8.34	1.233	425	2.273
832	6.66	1.234	165	2.14
833	5.18	1.236	2	2.1
834	4.68	1.238	0	1.96
835	4.13	1.241	0	2.092
836	3.14	1.243	0	2.519
837	1.95	1.245	0	2.984
838	0.63	1.247	0	3.425
839	-0.25	1.249	0	3.66
840	-0.56	1.251	0	3.656
841	-0.37	1.252	0	3.446
842	0.07	1.253	0	3.1
843	0.52	1.254	0	2.747
844	1.05	1.255	0	2.385
845	1.09	1.256	0	2.129
846	1.02	1.256	0	2.093
847	0.88	1.257	17	2.158
848	1.93	1.257	277	2.18
849	4.12	1.256	515	1.963
850	5.86	1.249	686	1.908
851	7.07	1.245	792	1.834
852	7.79	1.242	820	1.86
853	8.32	1.238	770	2.144
854	8.49	1.236	641	2.279
855	8.02	1.235	440	2.223
856	6.23	1.236	179	2.249
857	4.50	1.237	4	2.338
858	3.71	1.239	0	2.364
859	3.35	1.241	0	2.421
860	2.95	1.243	0	2.524
861	2.58	1.244	0	2.658
