8760
1	1.20	0.88	0.81
2	1.20	0.88	0.81
3	1.20	0.88	0.81
4	1.20	0.88	0.81
5	1.20	0.88	0.81
6	1.20	0.88	0.81
7	1.20	0.88	0.81
8	1.20	0.88	0.81
9	1.20	0.88	0.81
10	1.20	0.88	0.81
11	1.20	0.88	0.81
12	1.20	0.88	0.81
13	1.20	0.88	0.81
14	1.20	0.88	0.81
15	1.20	0.88	0.81
16	1.20	0.88	0.81
17	1.20	0.88	0.81
18	1.20	0.88	0.81
19	1.20	0.88	0.81
20	1.20	0.88	0.81
21	1.20	0.88	0.81
22	1.20	0.88	0.81
23	1.20	0.88	0.81
24	1.20	0.88	0.81
25	1.20	0.88	0.81
26	1.20	0.88	0.81
27	1.20	0.88	0.81
28	1.20	0.88	0.81
29	1.20	0.88	0.81
30	1.20	0.88	0.81
31	1.20	0.88	0.81
32	1.20	0.88	0.81
33	1.20	0.88	0.81
34	1.20	0.88	0.81
35	1.20	0.88	0.81
36	1.20	0.88	0.81
37	1.20	0.88	0.81
38	1.20	0.88	0.81
39	1.20	0.88	0.81
40	1.20	0.88	0.81
41	1.20	0.88	0.81
42	1.20	0.88	0.81
43	1.20	0.88	0.81
44	1.20	0.88	0.81
45	1.20	0.88	0.81
46	1.20	0.88	0.81
47	1.20	0.88	0.81
48	1.20	0.88	0.81
49	1.20	0.88	0.81
50	1.20	0.88	0.81
51	1.20	0.88	0.81
52	1.20	0.88	0.81
53	1.20	0.88	0.81
54	1.20	0.88	0.81
55	1.20	0.88	0.81
56	1.20	0.88	0.81
57	1.20	0.88	0.81
58	1.20	0.88	0.81
59	1.20	0.88	0.81
60	1.20	0.88	0.81
61	1.20	0.88	0.81
62	1.20	0.88	0.81
63	1.20	0.88	0.81
64	1.20	0.88	0.81
65	1.20	0.88	0.81
66	1.20	0.88	0.81
67	1.20	0.88	0.81
68	1.20	0.88	0.81
69	1.20	0.88	0.81
70	1.20	0.88	0.81
71	1.20	0.88	0.81
72	1.20	0.88	0.81
73	1.20	0.88	0.81
74	1.20	0.88	0.81
75	1.20	0.88	0.81
76	1.20	0.88	0.81
77	1.20	0.88	0.81
78	1.20	0.88	0.81
79	1.20	0.88	0.81
80	1.20	0.88	0.81
81	1.20	0.88	0.81
82	1.20	0.88	0.81
83	1.20	0.88	0.81
84	1.20	0.88	0.81
85	1.20	0.88	0.81
86	1.20	0.88	0.81
87	1.20	0.88	0.81
88	1.20	0.88	0.81
89	1.20	0.88	0.81
90	1.20	0.88	0.81
91	1.20	0.88	0.81
92	1.20	0.88	0.81
