8760
1	1.307	0.000	0.000	0.000	0.000
2	1.438	0.000	0.000	0.000	0.000
3	1.699	0.000	0.000	0.000	0.000
4	2.271	0.000	0.000	0.000	0.000
5	2.843	0.000	0.000	0.000	0.000
6	3.415	2.200	0.000	0.000	0.000
7	3.987	0.419	0.000	0.000	0.000
8	3.595	3.090	0.000	0.000	0.000
9	3.334	2.252	0.000	0.000	0.000
10	3.072	0.052	0.000	0.000	0.000
11	2.876	0.628	0.000	0.000	0.000
12	2.778	0.000	0.000	0.000	0.000
13	2.745	0.000	0.000	0.000	0.000
14	2.811	0.000	0.000	0.000	0.000
15	3.007	0.314	0.000	0.000	0.000
16	3.203	0.314	0.000	0.000	0.000
17	3.334	0.419	0.000	0.000	0.000
18	3.399	1.257	0.000	0.000	0.000
19	3.334	0.000	0.000	0.000	0.000
20	3.203	0.000	0.000	0.000	0.000
21	2.680	0.000	0.000	0.000	0.000
22	2.092	0.733	0.000	0.000	0.000
23	1.569	1.152	0.000	0.000	0.000
24	1.373	0.000	0.000	0.000	0.000
25	1.301	0.000	0.000	0.000	0.000
26	1.431	0.000	0.000	0.000	0.000
27	1.692	0.000	0.000	0.000	0.000
28	2.261	0.000	0.000	0.000	0.000
29	2.830	0.000	0.000	0.000	0.000
30	3.400	0.314	0.000	0.000	0.000
31	3.969	1.624	0.000	0.000	0.000
32	3.579	1.047	0.000	0.000	0.000
33	3.318	1.781	0.000	0.000	0.000
34	3.058	1.257	0.000	0.000	0.000
35	2.863	0.000	0.000	0.000	0.000
36	2.765	0.000	0.000	0.000	0.000
37	2.733	0.000	0.000	0.000	0.000
38	2.798	0.314	0.000	0.000	0.000
39	2.993	0.000	0.000	0.000	0.000
40	3.188	0.000	0.000	0.000	0.000
41	3.318	0.000	0.000	0.000	0.000
42	3.384	1.257	0.000	0.000	0.000
43	3.318	0.628	0.000	0.000	0.000
44	3.188	0.000	0.000	0.000	0.000
45	2.668	1.885	0.000	0.000	0.000
46	2.082	0.000	0.000	0.000	0.000
47	1.562	0.000	0.000	0.000	0.000
48	1.366	0.000	0.000	0.000	0.000
49	1.419	0.000	0.000	0.000	0.000
50	1.561	0.000	0.000	0.000	0.000
51	1.845	0.000	0.000	0.000	0.000
52	2.466	0.000	0.000	0.000	0.000
53	3.087	0.000	0.000	0.000	0.000
54	3.708	0.314	0.000	0.000	0.000
55	4.329	0.000	0.000	0.000	0.000
56	3.903	1.309	0.000	0.000	0.000
57	3.619	0.105	0.000	0.000	0.000
58	3.335	1.466	0.000	0.000	0.000
59	3.122	0.000	0.000	0.000	0.000
60	3.016	0.000	0.000	0.000	0.000
61	2.981	0.000	0.000	0.000	0.000
62	3.052	0.314	0.000	0.000	0.000
63	3.264	0.000	0.000	0.000	0.000
64	3.477	0.000	0.000	0.000	0.000
65	3.619	0.000	0.000	0.000	0.000
66	3.690	0.000	0.000	0.000	0.000
67	3.619	2.095	0.000	0.000	0.000
68	3.477	0.000	0.000	0.000	0.000
69	2.910	2.095	0.000	0.000	0.000
70	2.271	0.314	0.000	0.000	0.000
71	1.703	0.000	0.000	0.000	0.000
72	1.490	0.000	0.000	0.000	0.000
73	1.391	0.000	0.000	0.000	0.000
74	1.530	0.000	0.000	0.000	0.000
75	1.809	0.000	0.000	0.000	0.000
76	2.417	0.000	0.000	0.000	0.000
77	3.026	0.314	0.000	0.000	0.000
78	3.635	0.000	0.000	0.000	0.000
79	4.243	1.571	0.000	0.000	0.000
80	3.826	2.200	0.000	0.000	0.000
81	3.548	0.052	0.000	0.000	0.000
82	3.270	1.519	0.000	0.000	0.000
83	3.061	0.000	0.000	0.000	0.000
84	2.957	0.000	0.000	0.000	0.000
85	2.922	0.000	0.000	0.000	0.000
86	2.991	0.314	0.000	0.000	0.000
87	3.200	0.000	0.000	0.000	0.000
88	3.409	0.000	0.000	0.000	0.000
89	3.548	0.314	0.000	0.000	0.000
90	3.617	1.885	0.000	0.000	0.000
91	3.548	0.000	0.000	0.000	0.000
92	3.409	0.000	0.000	0.000	0.000
93	2.852	0.628	0.000	0.000	0.000
94	2.226	0.628	0.000	0.000	0.000
95	1.670	0.000	0.000	0.000	0.000
96	1.461	0.000	0.000	0.000	0.000
97	1.353	0.000	0.000	0.000	0.000
98	1.488	0.000	0.000	0.000	0.000
99	1.759	0.000	0.000	0.000	0.000
100	2.351	0.000	0.000	0.000	0.000
101	2.942	0.314	0.000	0.000	0.000
102	3.534	0.628	0.000	0.000	0.000
103	4.126	0.209	0.000	0.000	0.000
104	3.720	4.504	0.000	0.000	0.000
105	3.450	0.628	0.000	0.000	0.000
106	3.179	0.000	0.000	0.000	0.000
107	2.976	0.000	0.000	0.000	0.000
108	2.875	0.209	0.000	0.000	0.000
109	2.841	0.105	0.000	0.000	0.000
110	2.909	0.628	0.000	0.000	0.000
111	3.112	2.095	0.000	0.000	0.000
